"V1" "V2"
"1" 365712 0
"2" 73295813 0.303662951704305
"3" 73291592 0.299725845532312
"4" 73296100 0.298186036723545
"5" 73296751 0.298145644515202
"6" 73294978 0.297700325197556
"7" 73291611 0.295624990618517
"8" 73297068 0.294011868746884
"9" 73297111 0.294011868746884
"10" 71373366 0.29356844242584
"11" 71373407 0.29356844242584
"12" 73296271 0.292647847903968
"13" 73296714 0.292647847903968
"14" 73294976 0.291976203751076
"15" 73291684 0.290312115659916
"16" 73291552 0.289826404133926
"17" 73294440 0.287560851940396
"18" 71373299 0.286335770898858
"19" 71362454 0.286265802258744
"20" 71373445 0.285727564406284
"21" 71373474 0.285727564406284
"22" 71373548 0.285727564406284
"23" 71373558 0.285727564406284
"24" 71373697 0.285727564406284
"25" 71373892 0.285727564406284
"26" 73297134 0.28552828714578
"27" 73291391 0.285519310857665
"28" 73291731 0.28482865781985
"29" 73292192 0.283206559660103
"30" 73293767 0.283206559660103
"31" 73294975 0.282274751180658
"32" 73297552 0.282249832174288
"33" 73297679 0.282249832174288
"34" 73286505 0.281899708032679
"35" 73297251 0.281038104289425
"36" 73291251 0.27992696273554
"37" 71371724 0.279709291520004
"38" 71372190 0.279709291520004
"39" 71372287 0.279709291520004
"40" 71372741 0.279709291520004
"41" 71373092 0.279709291520004
"42" 71373948 0.279284649333765
"43" 71374431 0.279284649333765
"44" 71374461 0.279284649333765
"45" 71361830 0.278808091176254
"46" 71361949 0.278808091176254
"47" 71362771 0.277994818205624
"48" 71360185 0.277758647187359
"49" 71360369 0.277758647187359
"50" 71360435 0.277758647187359
"51" 71368055 0.277722813798728
"52" 71368344 0.277722813798728
"53" 71369398 0.277722813798728
"54" 71361407 0.277230046424868
"55" 71361418 0.277230046424868
"56" 73297974 0.276812889748672
"57" 73298607 0.276812889748672
"58" 73298857 0.276812889748672
"59" 73298899 0.276812889748672
"60" 73298995 0.276520858042372
"61" 73299209 0.276520858042372
"62" 73286016 0.276511293572696
"63" 73286021 0.276511293572696
"64" 73286236 0.276511293572696
"65" 73286988 0.276511293572696
"66" 73289813 0.275974229343898
"67" 71364171 0.273747721773675
"68" 71364242 0.273747721773675
"69" 71364354 0.273747721773675
"70" 71371657 0.271915146965404
"71" 71366157 0.271844925962423
"72" 71367944 0.271844925962423
"73" 73300401 0.271112151814437
"74" 73285583 0.27110278253802
"75" 73285801 0.27110278253802
"76" 73287777 0.27110278253802
"77" 73287920 0.271062390329677
"78" 73289476 0.271062390329677
"79" 73289593 0.271062390329677
"80" 73289597 0.271062390329677
"81" 71376003 0.271057722852261
"82" 71360865 0.270707671833748
"83" 71369569 0.270527447287237
"84" 71360637 0.269986463810309
"85" 71444536 0.269973204430577
"86" 71362904 0.269666675538997
"87" 71365725 0.269062538640123
"88" 71366078 0.269062538640123
"89" 71366151 0.269062538640123
"90" 71361630 0.2689734834997
"91" 71361231 0.268657924052245
"92" 87742329 0.267761418340436
"93" 71364479 0.266322100419881
"94" 71365075 0.266322100419881
"95" 73284922 0.266145843166329
"96" 87742035 0.266113396311819
"97" 87742039 0.266113396311819
"98" 73287833 0.266106258802153
"99" 73300602 0.26591979383562
"100" 87745063 0.265726160986617
"101" 87742930 0.26569184461748
"102" 71376114 0.264484535296798
"103" 71376789 0.264484535296798
