"V1" "V2"
"1" 365712 0
"2" 141641747 0.25844222108845
"3" 141641500 0.257090113583134
"4" 141640842 0.256748917502722
"5" 141641044 0.256748917502722
"6" 141640132 0.256175992415037
"7" 141640245 0.256143788779944
"8" 141640301 0.256143788779944
"9" 141640563 0.25602354007641
"10" 141639408 0.255626203637365
"11" 141640591 0.255366879663652
"12" 141641802 0.25533800822814
"13" 141640052 0.255051658541308
"14" 141639719 0.254019672987211
"15" 141640312 0.253931187398995
"16" 141640329 0.253282633904913
"17" 141640482 0.253282633904913
"18" 141640059 0.253223231747343
"19" 141640562 0.253163869753275
"20" 141642031 0.252486801261156
"21" 141640058 0.252203986755642
"22" 141639552 0.251184741763942
"23" 141639715 0.251184741763942
"24" 141638643 0.250892236090221
"25" 141638539 0.250811854202752
"26" 19182660 0.250234279305566
"27" 19182508 0.249469604175095
"28" 19184204 0.249009499044223
"29" 141638556 0.248896145390492
"30" 19182536 0.247153751931635
"31" 19183041 0.247153751931635
"32" 19184187 0.246917198709455
"33" 19183112 0.246743103868976
"34" 19182475 0.246492445903825
"35" 92414472 0.246306600885011
"36" 141638641 0.246158268543076
"37" 19181950 0.24598321724271
"38" 19182213 0.24598321724271
"39" 19182259 0.24598321724271
"40" 19183962 0.245955010120492
"41" 19182307 0.245820472858462
"42" 19182352 0.245820472858462
"43" 141638315 0.245703272783451
"44" 141638284 0.245544063017663
"45" 141642146 0.245506744281099
"46" 141642296 0.245166487675522
"47" 141637561 0.24477879090171
"48" 92415154 0.244679695535194
"49" 19184994 0.243637517288485
"50" 19184844 0.243445039810442
"51" 19184412 0.243381408709326
"52" 19184646 0.243381408709326
"53" 92414908 0.243375871951151
"54" 141638173 0.243159379322325
"55" 19184654 0.243045872854524
"56" 19184664 0.243045872854524
"57" 19183777 0.242540318650444
"58" 141637306 0.242459995771928
"59" 141637632 0.242237780374667
"60" 141637284 0.240988080506909
"61" 19185030 0.240413292679867
"62" 19184464 0.240160950403342
"63" 141642336 0.239648300171246
"64" 19183472 0.239227630836262
"65" 19183857 0.239142582389019
"66" 141637073 0.239057903994158
"67" 141637118 0.238439870664504
"68" 19181385 0.237519844749955
"69" 92414208 0.23749077448376
"70" 141637024 0.237185806353203
"71" 92415185 0.23668038898584
"72" 141642346 0.236654271243531
"73" 141637042 0.236561768411696
"74" 19183625 0.23560336971851
"75" 92414200 0.234886735949263
"76" 92413353 0.234409160440684
"77" 19181354 0.234385585913962
"78" 92412745 0.234234890291645
"79" 92410927 0.234097450155417
"80" 92411062 0.234097450155417
"81" 141642487 0.23403372769611
"82" 19185031 0.233852297048223
"83" 141642619 0.233558348101956
"84" 104547889 0.233493217576117
"85" 92413809 0.23334861245992
"86" 104548287 0.233263671155141
"87" 104551933 0.233012067076187
"88" 19185150 0.232923575558586
"89" 104548952 0.232743323221
"90" 104549171 0.232743323221
"91" 104552956 0.232670603661553
"92" 104546985 0.232584483908763
"93" 104547001 0.232584483908763
"94" 104547227 0.232584483908763
"95" 104549221 0.23243089438938
"96" 92413616 0.232342564066968
"97" 141642661 0.232326646836417
"98" 92413667 0.232165906655613
"99" 141642763 0.232089176456558
"100" 104549101 0.231862301133609
"101" 141642670 0.231124625119444
"102" 141642731 0.231124625119444
"103" 104548002 0.230979611855897
